distance,passengers,hour,weekday,trip_minutes,payment,color,pickup_borough,dropoff_borough,fare,tip,tolls,total
2.64,1,0,Saturday,10.9,credit card,yellow,Queens,Queens,10.5,2.08,0.0,13.88
0.36,1,16,Friday,3.5,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,8.8
1.78,5,11,Saturday,14.92,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
2.4,1,20,Friday,14.88,credit card,yellow,Manhattan,Manhattan,11.5,1.7,0.0,17.0
0.9,1,22,Wednesday,3.83,credit card,yellow,Manhattan,Manhattan,5.0,1.75,0.0,10.55
1.4,1,9,Friday,8.85,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,10.8
7.3,1,13,Thursday,29.9,cash,yellow,Queens,Brooklyn,27.5,0.0,0.0,28.3
21.51,5,18,Thursday,51.23,cash,yellow,Queens,Manhattan,52.0,0.0,5.76,65.56
0.87,1,19,Thursday,5.03,credit card,yellow,Manhattan,Manhattan,5.5,1.96,0.0,11.76
0.9,1,14,Saturday,4.53,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,8.8
1.7,2,21,Monday,8.65,credit card,yellow,Manhattan,Manhattan,8.5,2.0,0.0,14.3
2.3,1,19,Friday,13.2,credit card,yellow,Manhattan,Manhattan,11.5,1.58,0.0,17.38
0.8,1,7,Wednesday,4.8,credit card,yellow,Manhattan,Manhattan,5.0,2.05,0.0,10.35
1.09,5,18,Thursday,7.22,credit card,yellow,Manhattan,Manhattan,6.5,2.16,0.0,12.96
2.84,1,8,Friday,24.92,credit card,yellow,Manhattan,Manhattan,17.0,1.02,0.0,21.32
7.7,1,13,Saturday,21.07,credit card,yellow,Queens,Brooklyn,23.5,4.85,0.0,29.15
1.59,1,0,Sunday,6.65,credit card,yellow,Manhattan,Manhattan,7.5,2.26,0.0,13.56
1.6,1,6,Thursday,6.0,credit card,yellow,Manhattan,Manhattan,7.5,2.15,0.0,12.95
3.21,1,16,Saturday,16.0,credit card,yellow,Manhattan,Manhattan,13.0,4.08,0.0,20.38
2.91,1,8,Monday,15.6,cash,yellow,Manhattan,Manhattan,13.5,0.0,0.0,16.8
2.21,1,22,Sunday,12.72,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,14.3
1.71,1,8,Saturday,8.07,credit card,yellow,Manhattan,Manhattan,8.5,2.36,0.0,14.16
3.39,1,6,Thursday,15.52,credit card,yellow,Manhattan,Manhattan,14.0,2.75,0.0,20.05
20.1,1,20,Wednesday,45.28,credit card,yellow,Manhattan,Queens,52.0,12.2,5.76,73.26
0.84,3,18,Thursday,11.07,credit card,yellow,Manhattan,Manhattan,8.0,0.0,0.0,12.3
1.5,2,2,Sunday,9.38,credit card,yellow,Manhattan,Manhattan,8.0,2.35,0.0,14.15
5.2,1,22,Friday,32.97,credit card,yellow,Manhattan,Manhattan,22.5,6.55,0.0,32.85
3.06,1,14,Sunday,12.75,credit card,yellow,Manhattan,Manhattan,11.5,2.96,0.0,17.76
2.58,1,2,Friday,13.13,credit card,yellow,Manhattan,Manhattan,11.5,3.06,0.0,18.36
1.3,1,10,Friday,19.55,cash,yellow,Manhattan,Manhattan,12.5,0.0,0.0,15.8
1.19,1,10,Monday,13.8,credit card,yellow,Manhattan,Manhattan,9.5,2.56,0.0,15.36
4.62,1,21,Wednesday,24.18,credit card,yellow,Manhattan,Manhattan,18.5,4.46,0.0,26.76
0.66,1,13,Thursday,4.42,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,5.8
1.77,1,22,Friday,9.85,credit card,yellow,Manhattan,Manhattan,8.5,2.46,0.0,14.76
3.5,1,20,Wednesday,11.62,credit card,yellow,Manhattan,Queens,12.5,3.0,0.0,19.3
1.0,1,11,Friday,12.05,credit card,yellow,Manhattan,Manhattan,8.5,1.0,0.0,12.8
4.25,1,12,Sunday,20.35,credit card,yellow,Manhattan,Manhattan,17.5,2.0,0.0,22.8
4.79,1,11,Monday,26.1,credit card,yellow,Manhattan,Brooklyn,20.0,2.33,0.0,25.63
0.9,1,8,Saturday,6.15,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
5.3,5,15,Tuesday,22.47,credit card,yellow,Manhattan,Manhattan,20.0,3.0,0.0,26.3
1.75,1,9,Thursday,16.9,credit card,yellow,Manhattan,Manhattan,11.5,3.7,0.0,18.5
4.55,1,11,Tuesday,30.88,cash,yellow,Manhattan,Manhattan,22.0,0.0,0.0,25.3
0.43,1,17,Friday,6.15,credit card,yellow,Manhattan,Manhattan,5.5,1.96,0.0,11.76
1.66,1,20,Monday,7.82,credit card,yellow,Manhattan,Manhattan,7.5,1.5,0.0,12.8
1.51,1,19,Wednesday,11.73,cash,yellow,Manhattan,Manhattan,9.0,0.0,0.0,13.3
0.51,1,11,Saturday,4.27,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,7.8
3.01,1,19,Friday,18.3,credit card,yellow,Manhattan,Manhattan,14.0,2.0,0.0,20.3
0.7,1,2,Saturday,5.18,credit card,yellow,Manhattan,Manhattan,5.5,1.85,0.0,11.15
1.6,1,17,Saturday,14.42,credit card,yellow,Manhattan,Manhattan,10.5,2.75,0.0,16.55
8.65,5,11,Wednesday,33.4,credit card,yellow,Manhattan,Brooklyn,31.0,0.33,0.0,34.63
4.0,1,0,Tuesday,16.5,credit card,yellow,Manhattan,Manhattan,15.0,3.76,0.0,22.56
1.0,2,12,Tuesday,14.78,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,13.3
0.58,1,13,Sunday,5.92,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.3
1.1,1,6,Friday,6.87,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
0.8,1,22,Friday,6.45,credit card,yellow,Manhattan,Manhattan,6.0,1.95,0.0,11.75
18.62,1,21,Wednesday,46.97,credit card,yellow,Manhattan,Bronx,56.0,0.0,2.64,59.94
1.0,1,12,Friday,7.07,credit card,yellow,Manhattan,Manhattan,6.0,2.75,0.0,12.05
3.9,1,6,Tuesday,14.87,credit card,yellow,Manhattan,Manhattan,14.0,3.45,0.0,20.75
1.39,5,14,Saturday,9.93,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.3
1.1,1,18,Saturday,12.83,cash,yellow,Manhattan,Manhattan,9.5,0.0,0.0,12.8
2.57,1,14,Wednesday,25.03,credit card,yellow,Manhattan,Manhattan,16.5,3.96,0.0,23.76
1.2,2,18,Friday,5.52,credit card,yellow,Manhattan,Manhattan,6.0,2.05,0.0,12.35
2.16,1,23,Sunday,9.88,credit card,yellow,Manhattan,Manhattan,10.0,2.76,0.0,16.56
2.83,6,16,Sunday,18.55,cash,yellow,Manhattan,Manhattan,13.5,0.0,0.0,16.8
3.84,1,16,Tuesday,24.63,credit card,yellow,Manhattan,Brooklyn,18.5,4.0,0.0,26.8
1.34,1,15,Monday,7.18,credit card,yellow,Manhattan,Manhattan,7.0,1.54,0.0,11.84
1.0,3,21,Wednesday,4.07,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
2.71,6,12,Tuesday,24.03,credit card,yellow,Manhattan,Manhattan,16.0,3.86,0.0,23.16
0.33,1,8,Monday,2.48,cash,yellow,Manhattan,Manhattan,3.5,0.0,0.0,6.8
1.16,1,15,Wednesday,7.35,credit card,yellow,Manhattan,Manhattan,6.5,2.0,0.0,11.8
1.36,5,7,Wednesday,9.02,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
0.53,1,0,Saturday,1.77,credit card,yellow,Manhattan,Manhattan,3.5,1.46,0.0,8.76
0.7,1,9,Thursday,6.92,credit card,yellow,Manhattan,Manhattan,6.0,1.0,0.0,10.3
1.8,1,17,Monday,15.62,credit card,yellow,Manhattan,Manhattan,11.0,3.05,0.0,18.35
2.3,1,8,Friday,29.95,credit card,yellow,Manhattan,Manhattan,18.0,4.25,0.0,25.55
1.43,1,23,Friday,8.23,credit card,yellow,Manhattan,Manhattan,7.5,2.26,0.0,13.56
0.67,1,10,Sunday,6.95,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
19.95,1,4,Thursday,33.92,credit card,yellow,Queens,Manhattan,52.0,12.21,5.76,73.27
1.55,2,18,Wednesday,20.07,credit card,yellow,Manhattan,Manhattan,13.0,3.46,0.0,20.76
1.04,1,9,Saturday,4.7,credit card,yellow,Manhattan,Manhattan,5.5,1.0,0.0,9.8
10.39,2,22,Tuesday,25.27,credit card,yellow,Manhattan,Bronx,31.5,7.06,0.0,42.36
0.6,1,12,Saturday,3.33,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,7.8
18.39,3,0,Friday,30.58,credit card,yellow,Queens,Manhattan,52.0,11.06,0.0,66.36
6.79,3,10,Wednesday,31.5,cash,yellow,Manhattan,Manhattan,24.5,0.0,0.0,27.8
1.4,1,17,Tuesday,20.68,cash,yellow,Manhattan,Manhattan,13.0,0.0,0.0,17.3
0.3,1,19,Thursday,1.83,credit card,yellow,Manhattan,Manhattan,3.5,1.55,0.0,9.35
18.91,3,20,Saturday,46.73,credit card,yellow,Queens,Queens,52.0,8.78,5.76,67.34
1.95,5,2,Friday,4.7,credit card,yellow,Manhattan,Manhattan,7.0,2.0,0.0,12.8
2.06,5,15,Sunday,23.12,credit card,yellow,Manhattan,Manhattan,15.0,3.66,0.0,21.96
6.64,1,12,Monday,28.52,credit card,yellow,Manhattan,Manhattan,24.0,6.82,0.0,34.12
1.0,1,21,Sunday,6.35,credit card,yellow,Manhattan,Manhattan,6.5,1.55,0.0,11.85
1.0,1,17,Monday,9.7,credit card,yellow,Manhattan,Manhattan,7.5,2.95,0.0,14.75
0.86,1,13,Tuesday,6.1,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
1.0,1,10,Sunday,5.38,credit card,yellow,Manhattan,Manhattan,6.0,0.93,0.0,10.23
2.09,3,17,Tuesday,18.73,credit card,yellow,Manhattan,Manhattan,13.0,3.46,0.0,20.76
2.28,1,19,Tuesday,8.23,credit card,yellow,Manhattan,Manhattan,9.0,2.66,0.0,15.96
0.66,1,19,Friday,9.08,credit card,yellow,Manhattan,Manhattan,7.0,2.26,0.0,13.56
2.1,1,7,Friday,11.63,credit card,yellow,Manhattan,Manhattan,10.0,2.65,0.0,15.95
1.5,1,0,Thursday,5.3,credit card,yellow,Manhattan,Manhattan,6.5,2.05,0.0,12.35
0.5,4,12,Thursday,7.45,credit card,yellow,Manhattan,Manhattan,6.0,1.85,0.0,11.15
3.6,1,15,Thursday,22.37,credit card,yellow,Manhattan,Manhattan,16.5,3.95,0.0,23.75
3.7,1,18,Friday,24.88,credit card,yellow,Manhattan,Manhattan,17.5,4.35,0.0,26.15
0.8,2,16,Sunday,6.08,credit card,yellow,Manhattan,Manhattan,6.0,1.0,0.0,10.3
1.74,4,23,Friday,8.5,credit card,yellow,Manhattan,Manhattan,8.5,3.08,0.0,15.38
0.2,1,18,Wednesday,2.2,credit card,yellow,Manhattan,Manhattan,3.5,1.55,0.0,9.35
4.08,2,21,Thursday,16.27,credit card,yellow,Manhattan,Manhattan,15.0,3.76,0.0,22.56
3.7,2,22,Friday,23.37,cash,yellow,Manhattan,Brooklyn,18.0,0.0,0.0,21.8
1.6,1,22,Wednesday,8.03,credit card,yellow,Manhattan,Manhattan,7.5,1.0,0.0,12.3
1.14,1,20,Thursday,6.58,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,10.3
1.48,1,21,Monday,10.0,credit card,yellow,Manhattan,Manhattan,8.0,2.36,0.0,14.16
0.7,1,20,Sunday,6.93,cash,yellow,Bronx,Manhattan,6.0,0.0,0.0,7.3
1.24,3,7,Wednesday,7.55,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
1.0,2,21,Saturday,9.22,credit card,yellow,Manhattan,Manhattan,7.0,2.15,0.0,12.95
1.1,1,17,Friday,7.42,credit card,yellow,Manhattan,Manhattan,7.0,2.25,0.0,13.55
2.02,1,15,Wednesday,13.3,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
1.8,1,7,Saturday,9.87,credit card,yellow,Manhattan,Manhattan,9.5,1.0,0.0,13.8
1.32,1,10,Thursday,15.85,credit card,yellow,Manhattan,Manhattan,10.5,2.25,0.0,16.05
0.5,1,10,Tuesday,2.92,credit card,yellow,Manhattan,Manhattan,4.5,0.79,0.0,6.09
1.5,0,1,Wednesday,7.67,credit card,yellow,Manhattan,Manhattan,7.5,2.25,0.0,13.55
1.71,1,15,Saturday,8.22,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
1.73,1,11,Monday,13.97,cash,yellow,Brooklyn,Brooklyn,10.5,0.0,0.0,11.3
1.46,1,15,Saturday,8.53,credit card,yellow,Manhattan,Manhattan,7.5,0.0,0.0,10.8
0.5,3,9,Monday,3.8,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,7.8
0.53,5,11,Tuesday,4.38,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
6.6,1,20,Monday,18.83,credit card,yellow,Manhattan,Manhattan,22.0,2.0,0.0,27.8
0.54,5,7,Friday,3.27,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,5.3
2.3,1,15,Tuesday,15.7,credit card,yellow,Manhattan,Manhattan,12.0,3.05,0.0,18.35
0.9,1,23,Thursday,7.18,credit card,yellow,Manhattan,Manhattan,6.5,2.55,0.0,12.85
11.52,1,0,Sunday,19.95,cash,yellow,Queens,Brooklyn,32.5,0.0,0.0,33.8
1.41,5,9,Friday,10.85,credit card,yellow,Manhattan,Manhattan,8.5,2.36,0.0,14.16
0.6,1,14,Sunday,4.97,credit card,yellow,Manhattan,Manhattan,5.0,2.45,0.0,10.75
1.02,1,19,Monday,5.22,credit card,yellow,Manhattan,Manhattan,5.5,1.96,0.0,11.76
1.16,1,12,Monday,7.72,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
0.79,1,20,Thursday,4.32,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.8
0.77,2,7,Wednesday,3.68,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
12.12,1,5,Monday,24.92,cash,yellow,Manhattan,Queens,35.5,0.0,5.76,45.06
1.4,0,19,Friday,7.27,credit card,yellow,Manhattan,Manhattan,7.0,1.0,0.0,12.3
0.84,2,18,Monday,6.15,credit card,yellow,Manhattan,Manhattan,5.5,1.96,0.0,11.76
2.5,1,2,Monday,12.97,cash,yellow,Queens,Manhattan,11.5,0.0,0.0,12.8
1.46,2,11,Tuesday,6.78,credit card,yellow,Manhattan,Manhattan,7.0,0.0,0.0,7.8
0.87,1,8,Wednesday,7.43,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
2.13,1,17,Tuesday,11.28,credit card,yellow,Manhattan,Manhattan,9.5,3.45,0.0,17.25
1.69,5,17,Friday,12.92,credit card,yellow,Manhattan,Manhattan,10.0,4.29,0.0,18.59
2.89,1,8,Saturday,10.55,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
0.5,1,11,Monday,3.8,credit card,yellow,Manhattan,Manhattan,4.5,1.0,0.0,8.8
0.84,1,13,Sunday,4.93,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
16.86,1,12,Sunday,37.57,credit card,yellow,Manhattan,Queens,52.0,12.21,5.76,73.27
1.7,1,9,Tuesday,9.0,cash,yellow,Manhattan,Manhattan,8.5,0.0,0.0,11.8
0.9,1,13,Wednesday,6.13,credit card,yellow,Manhattan,Manhattan,6.0,1.85,0.0,11.15
0.9,1,21,Sunday,4.62,credit card,yellow,Manhattan,Manhattan,5.5,1.86,0.0,11.16
1.9,2,14,Saturday,17.0,credit card,yellow,Manhattan,Manhattan,12.0,3.06,0.0,18.36
1.7,1,20,Friday,8.28,credit card,yellow,Manhattan,Manhattan,8.5,2.69,0.0,14.99
1.7,2,12,Saturday,19.22,credit card,yellow,Manhattan,Manhattan,12.5,3.16,0.0,18.96
0.9,2,19,Thursday,4.43,credit card,yellow,Manhattan,Manhattan,5.5,1.0,0.0,10.8
0.5,1,13,Friday,6.25,credit card,yellow,Manhattan,Manhattan,5.5,1.75,0.0,10.55
2.05,1,15,Monday,14.62,credit card,yellow,Manhattan,Manhattan,11.5,3.7,0.0,18.5
1.9,1,7,Thursday,10.5,credit card,yellow,Manhattan,Manhattan,9.0,2.45,0.0,14.75
1.3,1,7,Thursday,23.9,cash,yellow,Manhattan,Manhattan,14.5,0.0,0.0,17.8
5.36,1,0,Monday,17.25,credit card,yellow,Manhattan,Manhattan,17.0,1.0,0.0,21.8
1.1,1,22,Monday,5.82,credit card,yellow,Manhattan,Manhattan,6.0,1.5,0.0,11.3
2.51,1,20,Monday,12.7,credit card,yellow,Manhattan,Manhattan,11.0,2.96,0.0,17.76
0.8,1,13,Thursday,3.65,credit card,yellow,Manhattan,Manhattan,5.0,2.05,0.0,10.35
0.94,5,11,Sunday,5.7,credit card,yellow,Manhattan,Manhattan,5.5,3.0,0.0,11.8
1.4,1,21,Saturday,8.83,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.3
0.44,3,18,Friday,3.15,credit card,yellow,Manhattan,Manhattan,4.0,1.0,0.0,9.3
1.59,5,21,Thursday,12.78,credit card,yellow,Manhattan,Manhattan,10.0,2.76,0.0,16.56
10.14,1,7,Tuesday,37.1,credit card,yellow,Queens,Manhattan,32.0,10.26,5.76,51.32
0.82,1,22,Saturday,8.15,credit card,yellow,Manhattan,Manhattan,7.0,2.16,0.0,12.96
2.32,1,0,Saturday,9.5,credit card,yellow,Manhattan,Manhattan,9.5,2.0,0.0,15.3
14.04,1,7,Sunday,35.98,credit card,yellow,Manhattan,Queens,41.0,12.51,5.76,62.57
0.4,1,18,Friday,2.3,cash,yellow,Manhattan,Manhattan,4.0,0.0,0.0,8.3
1.15,1,12,Wednesday,8.6,credit card,yellow,Manhattan,Manhattan,7.5,1.3,0.0,12.1
11.74,6,23,Friday,30.25,credit card,yellow,Queens,Brooklyn,35.5,0.0,0.0,36.8
3.7,1,20,Saturday,9.03,cash,yellow,Queens,Queens,12.0,0.0,0.0,13.3
1.24,5,23,Saturday,16.03,cash,yellow,Manhattan,Manhattan,11.0,0.0,0.0,14.8
0.52,1,20,Saturday,3.05,credit card,yellow,Manhattan,Manhattan,4.0,1.95,0.0,9.75
17.67,3,16,Tuesday,50.37,credit card,yellow,Queens,Manhattan,52.0,10.0,5.76,75.56
0.87,1,20,Thursday,3.55,credit card,yellow,Manhattan,Manhattan,5.0,1.0,0.0,9.8
2.2,0,0,Tuesday,8.88,credit card,yellow,Queens,Queens,9.0,3.05,0.0,13.35
1.66,6,15,Saturday,11.53,credit card,yellow,Manhattan,Manhattan,9.0,3.08,0.0,15.38
1.14,1,9,Monday,13.73,credit card,yellow,Manhattan,Manhattan,9.5,2.56,0.0,15.36
2.2,1,18,Monday,9.22,credit card,yellow,Brooklyn,Brooklyn,9.0,2.15,0.0,12.95
2.26,1,11,Saturday,24.2,cash,yellow,Manhattan,Manhattan,15.5,0.0,0.0,18.8
0.72,3,23,Wednesday,4.3,credit card,yellow,Manhattan,Manhattan,5.0,2.2,0.0,11.0
8.9,1,23,Friday,19.52,credit card,yellow,Manhattan,Manhattan,26.5,6.05,0.0,36.35
3.63,1,3,Tuesday,18.47,cash,yellow,Brooklyn,Brooklyn,15.0,0.0,0.0,16.3
1.7,1,20,Saturday,12.92,credit card,yellow,Manhattan,Manhattan,9.5,2.65,0.0,15.95
1.27,2,19,Saturday,4.75,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
1.4,3,21,Friday,8.95,credit card,yellow,Manhattan,Manhattan,7.5,2.0,0.0,13.3
1.27,1,11,Sunday,6.43,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
1.8,2,15,Thursday,9.85,credit card,yellow,Manhattan,Manhattan,8.5,2.35,0.0,14.15
0.69,1,0,Saturday,4.77,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
0.7,1,14,Friday,5.42,credit card,yellow,Manhattan,Manhattan,5.5,2.2,0.0,11.0
2.8,1,15,Friday,25.75,credit card,yellow,Manhattan,Manhattan,17.5,4.15,0.0,24.95
5.5,3,18,Saturday,24.02,credit card,yellow,Manhattan,Manhattan,20.5,0.0,0.0,23.8
0.99,1,10,Wednesday,13.2,credit card,yellow,Manhattan,Manhattan,9.5,2.56,0.0,15.36
2.45,1,17,Tuesday,18.33,credit card,yellow,Manhattan,Manhattan,13.5,3.56,0.0,21.36
4.5,2,3,Sunday,18.88,credit card,yellow,Manhattan,Brooklyn,17.5,4.25,0.0,25.55
1.29,1,17,Wednesday,14.42,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,14.3
0.8,1,17,Thursday,6.75,credit card,yellow,Manhattan,Manhattan,6.0,1.54,0.0,11.84
1.8,1,20,Monday,10.2,credit card,yellow,Manhattan,Manhattan,9.5,3.3,0.0,16.6
2.8,1,18,Monday,20.2,credit card,yellow,Manhattan,Manhattan,14.0,3.65,0.0,21.95
0.91,1,7,Friday,3.57,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.3
0.7,1,19,Friday,4.42,credit card,yellow,Manhattan,Manhattan,5.0,1.5,0.0,8.3
4.2,1,14,Sunday,12.62,cash,yellow,Queens,Queens,14.5,0.0,0.0,15.3
0.58,1,12,Tuesday,4.75,credit card,yellow,Manhattan,Manhattan,5.0,0.0,0.0,5.8
3.58,1,15,Thursday,20.12,cash,yellow,Manhattan,Manhattan,15.5,0.0,0.0,18.8
0.43,1,20,Tuesday,1.83,credit card,yellow,Manhattan,Manhattan,3.5,1.46,0.0,8.76
0.9,1,12,Wednesday,10.12,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
9.72,1,16,Thursday,52.78,credit card,yellow,Queens,Brooklyn,38.0,5.0,0.0,44.8
0.8,3,13,Saturday,4.15,credit card,yellow,Manhattan,Manhattan,5.0,1.65,0.0,9.95
5.0,1,19,Saturday,22.82,credit card,yellow,Manhattan,Queens,19.0,0.5,0.0,22.8
0.67,5,12,Monday,7.53,credit card,yellow,Manhattan,Manhattan,6.0,3.0,0.0,12.3
0.78,1,15,Thursday,4.7,credit card,yellow,Manhattan,Manhattan,5.0,1.66,0.0,9.96
0.97,6,13,Wednesday,9.6,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
1.7,1,1,Friday,7.37,credit card,yellow,Manhattan,Manhattan,7.5,2.0,0.0,13.3
0.9,1,21,Friday,6.62,credit card,yellow,Manhattan,Manhattan,6.5,1.5,0.0,11.8
2.23,2,14,Monday,8.95,credit card,yellow,Manhattan,Manhattan,9.0,2.46,0.0,14.76
2.86,1,21,Wednesday,12.95,credit card,yellow,Manhattan,Manhattan,12.0,1.0,0.0,16.8
2.0,1,21,Sunday,10.13,credit card,yellow,Manhattan,Manhattan,9.5,2.66,0.0,15.96
1.07,1,16,Tuesday,6.52,credit card,yellow,Manhattan,Manhattan,6.5,0.0,0.0,8.3
1.4,2,23,Tuesday,9.27,credit card,yellow,Manhattan,Manhattan,8.0,3.0,0.0,14.8
5.86,3,23,Monday,22.7,credit card,yellow,Manhattan,Brooklyn,21.0,4.96,0.0,29.76
0.89,1,12,Thursday,10.1,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
1.7,1,16,Thursday,18.22,credit card,yellow,Manhattan,Manhattan,12.5,1.2,0.0,18.0
2.76,1,1,Wednesday,11.85,credit card,yellow,Manhattan,Manhattan,11.5,4.59,0.0,19.89
4.66,1,15,Saturday,30.95,credit card,yellow,Manhattan,Manhattan,22.0,6.32,0.0,31.62
3.26,1,11,Tuesday,19.53,cash,yellow,Manhattan,Manhattan,15.0,0.0,0.0,18.3
0.5,2,20,Monday,2.63,cash,yellow,Manhattan,Manhattan,4.0,0.0,0.0,7.8
0.7,1,8,Sunday,3.15,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,7.8
3.68,1,20,Monday,10.77,cash,yellow,Manhattan,Queens,12.5,0.0,0.0,16.3
3.6,1,20,Saturday,22.93,credit card,yellow,Manhattan,Manhattan,17.0,4.16,0.0,24.96
2.7,1,8,Friday,21.2,credit card,yellow,Manhattan,Manhattan,15.0,3.65,0.0,21.95
17.51,1,12,Wednesday,40.42,cash,yellow,Manhattan,Queens,52.0,0.0,0.0,55.3
1.97,3,11,Sunday,13.53,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,13.8
2.98,1,15,Tuesday,19.58,cash,yellow,Manhattan,Manhattan,14.0,0.0,0.0,17.3
1.43,2,13,Wednesday,8.4,credit card,yellow,Manhattan,Manhattan,7.5,1.66,0.0,9.96
0.61,1,22,Wednesday,5.92,credit card,yellow,Manhattan,Manhattan,5.5,1.86,0.0,11.16
3.78,1,2,Friday,14.77,cash,yellow,Manhattan,Queens,14.5,0.0,0.0,18.3
2.74,1,8,Tuesday,14.15,credit card,yellow,Manhattan,Manhattan,12.0,2.5,0.0,17.8
6.73,3,23,Sunday,23.7,cash,yellow,Brooklyn,Brooklyn,22.5,0.0,0.0,23.8
9.76,5,17,Monday,23.83,credit card,yellow,Queens,Manhattan,29.5,7.91,5.76,47.47
1.62,1,10,Friday,13.77,credit card,yellow,Manhattan,Manhattan,10.0,2.66,0.0,15.96
4.01,1,0,Tuesday,10.22,credit card,yellow,Manhattan,Manhattan,13.0,3.36,0.0,20.16
4.21,1,22,Wednesday,16.15,credit card,yellow,Manhattan,Manhattan,16.0,7.2,0.0,27.0
0.88,1,8,Friday,7.37,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
1.2,1,20,Tuesday,8.88,credit card,yellow,Manhattan,Manhattan,7.5,1.7,0.0,13.0
1.9,1,8,Wednesday,17.83,credit card,yellow,Manhattan,Manhattan,12.0,3.06,0.0,18.36
1.57,2,18,Friday,6.98,credit card,yellow,Manhattan,Manhattan,7.5,2.36,0.0,14.16
2.86,1,23,Tuesday,11.2,credit card,yellow,Manhattan,Manhattan,11.5,3.06,0.0,18.36
8.7,1,19,Tuesday,21.67,credit card,yellow,Queens,Manhattan,27.0,9.25,5.76,46.31
0.98,1,11,Monday,6.0,credit card,yellow,Manhattan,Manhattan,6.0,2.32,0.0,11.62
5.75,5,21,Tuesday,17.02,credit card,yellow,Manhattan,Manhattan,19.0,4.56,0.0,27.36
9.36,1,5,Thursday,17.07,credit card,yellow,Manhattan,Queens,26.5,7.21,5.76,43.27
2.61,1,9,Wednesday,14.55,cash,yellow,Manhattan,Manhattan,11.5,0.0,0.0,14.8
0.8,1,12,Thursday,5.3,credit card,yellow,Manhattan,Manhattan,5.5,1.75,0.0,10.55
2.77,1,20,Tuesday,13.17,cash,yellow,Manhattan,Manhattan,11.0,0.0,0.0,14.8
0.5,1,11,Wednesday,4.07,credit card,yellow,Manhattan,Manhattan,4.5,1.55,0.0,9.35
7.51,2,12,Wednesday,18.23,credit card,yellow,Queens,Manhattan,23.0,5.91,5.76,35.47
2.17,1,8,Friday,14.17,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,18.51
0.64,1,11,Wednesday,7.2,credit card,yellow,Manhattan,Manhattan,6.0,1.0,0.0,10.3
2.51,2,19,Wednesday,13.88,credit card,yellow,Manhattan,Manhattan,11.5,3.16,0.0,18.96
0.1,1,16,Wednesday,1.17,cash,yellow,Manhattan,Manhattan,3.0,0.0,0.0,4.8
3.16,2,15,Thursday,22.83,credit card,yellow,Manhattan,Manhattan,15.5,3.76,0.0,22.56
0.36,1,15,Friday,2.93,cash,yellow,Manhattan,Manhattan,4.0,0.0,0.0,7.3
